23:25:17:562	Stand-Bye is starting!
23:25:28:638	System.Collections.ListDictionaryInternal
23:25:28:663	
23:25:28:688	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:28:713	SettingsFile could not be opened!
23:25:28:739	Settingsfile could not be opend!
23:25:28:839	Exception occured!
23:25:28:864	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:28:889	System.Collections.ListDictionaryInternal
23:25:28:914	
23:25:28:939	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:28:964	SettingsFile could not be opened!
23:25:28:989	Settingsfile could not be opend!
23:25:29:089	Exception occured!
23:25:29:114	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:29:139	System.Collections.ListDictionaryInternal
23:25:29:164	
23:25:29:189	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:29:214	SettingsFile could not be opened!
23:25:29:239	Settingsfile could not be opend!
23:25:29:339	Exception occured!
23:25:29:364	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:29:389	System.Collections.ListDictionaryInternal
23:25:29:414	
23:25:29:439	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:29:464	SettingsFile could not be opened!
23:25:29:489	Settingsfile could not be opend!
23:25:29:589	Exception occured!
23:25:29:614	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:29:639	System.Collections.ListDictionaryInternal
23:25:29:664	
23:25:29:689	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:29:714	SettingsFile could not be opened!
23:25:29:739	Settingsfile could not be opend!
23:25:29:84	Exception occured!
23:25:29:865	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:29:89	System.Collections.ListDictionaryInternal
23:25:29:915	
23:25:29:94	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:29:965	SettingsFile could not be opened!
23:25:29:99	Settingsfile could not be opend!
23:25:30:09	Exception occured!
23:25:30:115	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:30:14	System.Collections.ListDictionaryInternal
23:25:30:165	
23:25:30:19	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:30:215	SettingsFile could not be opened!
23:25:30:24	Settingsfile could not be opend!
23:25:30:34	Exception occured!
23:25:30:365	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:30:39	System.Collections.ListDictionaryInternal
23:25:30:415	
23:25:30:44	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:30:465	SettingsFile could not be opened!
23:25:30:49	Settingsfile could not be opend!
23:25:30:59	Exception occured!
23:25:30:615	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:30:64	System.Collections.ListDictionaryInternal
23:25:30:665	
23:25:30:69	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:30:715	SettingsFile could not be opened!
23:25:30:74	Settingsfile could not be opend!
23:25:30:841	Exception occured!
23:25:30:866	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:30:891	System.Collections.ListDictionaryInternal
23:25:30:916	
23:25:30:941	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:30:966	SettingsFile could not be opened!
23:25:30:991	Settingsfile could not be opend!
23:25:31:091	Exception occured!
23:25:31:116	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:31:141	System.Collections.ListDictionaryInternal
23:25:31:166	
23:25:31:191	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:31:216	SettingsFile could not be opened!
23:25:31:241	Settingsfile could not be opend!
23:25:31:341	Exception occured!
23:25:31:366	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:31:391	System.Collections.ListDictionaryInternal
23:25:31:416	
23:25:31:441	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:31:466	SettingsFile could not be opened!
23:25:31:491	Settingsfile could not be opend!
23:25:31:591	Exception occured!
23:25:31:616	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:31:641	System.Collections.ListDictionaryInternal
23:25:31:666	
23:25:31:691	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:31:716	SettingsFile could not be opened!
23:25:31:741	Settingsfile could not be opend!
23:25:31:841	Exception occured!
23:25:31:867	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:31:892	System.Collections.ListDictionaryInternal
23:25:31:917	
23:25:31:942	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:31:967	SettingsFile could not be opened!
23:25:31:992	Settingsfile could not be opend!
23:25:32:092	Exception occured!
23:25:32:117	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:32:142	System.Collections.ListDictionaryInternal
23:25:32:167	
23:25:32:192	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:32:217	SettingsFile could not be opened!
23:25:32:242	Settingsfile could not be opend!
23:25:32:342	Exception occured!
23:25:32:367	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:32:392	System.Collections.ListDictionaryInternal
23:25:32:417	
23:25:32:442	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:32:467	SettingsFile could not be opened!
23:25:32:492	Settingsfile could not be opend!
23:25:32:592	Exception occured!
23:25:32:617	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:32:642	System.Collections.ListDictionaryInternal
23:25:32:667	
23:25:32:692	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:32:717	SettingsFile could not be opened!
23:25:32:742	Settingsfile could not be opend!
23:25:32:842	Exception occured!
23:25:32:867	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:32:892	System.Collections.ListDictionaryInternal
23:25:32:918	
23:25:32:943	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:32:968	SettingsFile could not be opened!
23:25:32:993	Settingsfile could not be opend!
23:25:33:093	Exception occured!
23:25:33:118	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:33:143	System.Collections.ListDictionaryInternal
23:25:33:168	
23:25:33:193	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:33:233	SettingsFile could not be opened!
23:25:33:258	Settingsfile could not be opend!
23:25:33:358	Exception occured!
23:25:33:383	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:33:408	System.Collections.ListDictionaryInternal
23:25:33:433	
23:25:33:458	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:33:483	SettingsFile could not be opened!
23:25:33:508	Settingsfile could not be opend!
23:25:33:609	Exception occured!
23:25:33:634	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:33:659	System.Collections.ListDictionaryInternal
23:25:33:684	
23:25:33:709	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:33:734	SettingsFile could not be opened!
23:25:33:759	Settingsfile could not be opend!
23:25:33:86	Exception occured!
23:25:33:885	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:33:91	System.Collections.ListDictionaryInternal
23:25:33:935	
23:25:33:961	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:33:986	SettingsFile could not be opened!
23:25:34:011	Settingsfile could not be opend!
23:25:34:111	Exception occured!
23:25:34:136	Eine externe Komponente hat eine Ausnahme ausgelöst.
23:25:34:161	System.Collections.ListDictionaryInternal
23:25:34:186	
23:25:34:211	Retuned Settings-File-Path: C:\Users\Code\Desktop\Projekt\StandBye\StandBye\StandBye\Settings.ini
23:25:34:236	SettingsFile could not be opened!
23:25:34:261	Settingsfile could not be opend!
